User,Comment
RRBF ROBIUL HASAN,"ফাটায় দিসেন ভাই,"
Rohan Mondol,"ভাই আমি ১১০ ছিলাম 
চেষ্টায় আছি 
এখন ৯৭"
fahim talecom0361,Wow so cute .you are 100% right
Hosnara Aktar,I try
Droid Helping tech,1:00
PRO GAMING BGMI,"Veg diet pls help,"
lina islam,I big fan your
Festive Bear,"I lost weight with 2 words
""Calorie Deficit""
Ezzzzz lost 12 kgs in 18 days"
Rufaida,I give up the day I begin:[
Tales by Megha,"I losse 22 kg in a month and 15 days  
I just avoid carbs, sugar and sowabin tel"
Sajid12r 2,I am fat
Mini Captures!,Dada weight loss korar por ki loose skin thake and then operation korte hoy?
Adi,"Ma man went from big chungus to 1% shaggy
If you dont understand its a meme"
xTRÉME々 RiDoY,Vai sob bujlm..chest fat kmne komaisen?
Omi Islam,ভাই বাংলা বলতে কি অনেক কষ্ট লাগে
Habibur Rhaman,Age Ami 100 chilam Bhai Ami ekhon 67 kg tao amr boyosh 16 bortoman onujayi
Shariyan Rashid,️ your body. Where do you live in.
Delwar Hossain,The restaurant guy was so wholesome. His hospitality deserves a respect.
Naimul Islam,Can we all agree that Rafsan is the true food vlogger of Bangladesh.
Uh Habiba,The hospitality from the restaurant guy was really great ️
Sumaiya Tayeba,I hope these Dubai vlogs never stop coming ️.
Fabiha Ashrafi Esha,"It's not about the taste, it's about the experience"
SAAD,"This restaurant feels better than the Czn Burak  The vibe, ambience, culinary skills, waiter's pinch of serving and what not. Loved it ️"
XpltzEdits™,"Honestly, Dubai is full of surprises! It's crazy cause I always watch all these vloggers in dubai, vlogging, but Rafsan's vlogs are still my favorite!"
angelic jewel,He never failed to entertain us
Soumik Samanta,I loved the guy serving food. Good humour and nice presentation of the food..
Rafia Soha,The guy was really humble and friendly and their hospitality was really good tbh...loved it️
Ayesha Tabassum,I am really proud of you rafsan that you are visiting foreign countries and showing us their culture and food. No doubt u are one of the best YouTubers of bd rn
Maheer,"the waiter earned my respect when he said "" We are as good as Japan "" . Your content is becoming as good as Wagyu beef ! Quality and great marveling (edit ) hehe"
Kiyonsuro,as expected from the number one food vloger in bangladesh . you been always making good content i appreciate it and also love for unty i met with her a days ago at banani skatepark while i was skating!! you got a really good mom <3
Tasnim Rakhi,Rafsan is always truthful YouTuber
Munif Yea-seen,"Loved this! Watching this felt like I was eating those myself! Very cool presentation. Thank you! May Allah bless you more, my brother!"
Fabiha Ashrafi Esha,All the foods looks fancy and beautiful  what a decoration!!!!
Nubair Khan,okay but can we appreciate how fun and welcoming the host was
NAHID HASAN,A next level presentation as we expected from you
Mohit Khan,"You brother are so awesome. I love this channel & the creator rafsan bro .it’s like escaping to and enchanted with great company.we all really need an escape right now & you guys always create the perfect setting for that.
Love you rafsan vai"
SKY DA2,Rafsan never forgets to waste his hardly earned money for showing us
Nusaibah Rahman,Bhaiya you are so amazing and a really good person you never fail to represent your country and entertain us
Nibir Barua,That guy talking with Rafsan is so humble and he's behavior is very polite.️️️️
Amlaan Chowdhury,"Love You Brother...
Very Happy For You..
You Are Representing Bangladesh In The World...
It's Amazing....."
Eshan Minhaz,I think most of the people from Bangladesh cannot afford those food. but your review gave us chance to see how delicious those food was!!!
Adiba Mubashera Hossain,I am really loving your travel and food vlogs. You should do it more often .
Ashborn,"Man it feels nice to seeing you, doing this at this age with your own earnings"
Tahmina Akhtar,Ohhhh man You are a true traveller... Only you can figure out the best things
Nisha Akter,You deserve millions of likes for this epic presentational video..
Obidul Islam,This experience was amazing to watch. Great vlog. ️
Last Ride,Boy just declared himself as The Best Yt food vlogger in Bangladesh
Ma Telicom,He Never Fail To Entertain Us
Tamzid Hasan,"Love you brother 
Proud of you"
MD Mahedi Hasan,Amazing review and Thank you for giving us such an amazing content
Mystery 99( রহস্য ৯৯),Seems so yummy
dill,Love this international quality of review
Tasnim Rakhi,"I think,I visited whole Dubai with you without going Dubai"
Sumaiya Akter,What an experience man
Samiul Hasan,What an experience man
BTS 💜 Army 👑,Love this international quality of review
SanoTono,Your Blogs are truly high level. Love your videos
PEPPY ASMR,Thank you for giving us such an amazing content
Mehedi Hasan Shoyon,"that resturant guy
Awesome man
A great person"
Sanjida Alam Araby,What an experience!
Sheikh Samir,The drone shots in the beginning were truly outstanding
Adventurous soul,What an experience!
amin ban qa,"Amazing review and
So nice place in Dubai"
soach,Ooyy my bro you are the greatest food vlogger I have ever seen
Aryan Robin YT,Rafsan is always Truthful You Tuber
jihad rahman,"Wonderful video , good quality, good content & love you Rafsan The Chotobhai All Team ️️️"
Bappy Kamruzzaman,The restaurant guy is so smart! His answer always diplomatic and knowledgeable.
The_Fire_Phoenix BG,"Yo rafsan is putting some good afort into these video, keep going bro"
Alifa Faiza,"Keep going  with ur passion,its the  craze  which  makes ur different  from the other food blogger."
Naseef Zarif,"Let's be honest, many of us can relate to Rafsan not liking fish."
Rashed khan Melon,Love the guy here who is nicely treating rafsan
sakib hasan,"Finally someone from bengali give us this kind of Premium content and Experience.
He can make minimum 5 video by all of these food."
Aryan Robin YT,what a experience bro
Black Diamond,Literally this is amazing
Nazefa Mirza,I really wanna try this  Rafsan u r great
Mizan's official,I like you.  Because you are a one of the best food vloger in Bangladesh. we are proud of you.. Everytime you are trying best food review.. So you aren't afraid..  Go ahead..  Say to Sylhet
Md Naimur Nissan,Keep it up and let us know about the world food.
Zadid Zadid,You know Rafsan Your blogs Have a  Xoss Vibes
Sagar Saha,You have set a unique position among the other food vloggers.
TOZO HALEEM,"Rafsan vai, honestly boltasi the food looks very delicious  i love to watch your videos and most important thing is don't forget to reply me"
B and U Art Page,Bro you are super talented.  That's why you can go to different countries at this age
REDOWAN,bringing justice to you guys
Projoy Mandal,True food blogger
Hasina Akthar,This is so beautiful. Honestly this is your best video.
Sami,Best food vlogger in Bangladesh.... No no in world
cunny,My mouth be watering like crazy bruh.
পান্না,I have to subscribe to this channel because I love how you act effortlessly. You are so talented.
SHA HA RIAR,That guy was amazing
Mahamudul Hoque Riyad,I like your content brother . Another level content creator of Bangladesh ️
Ratul Ahmed,My favourite food vlogger  Take love
Orange Pumpkin,That was outstanding
Kamrun Nahar Poly,"Always growing up bro 
Love from Narayanganj"
Wahid iqbal Jisan,"Now I can relate myself with Rafsan bro when it comes to disliking fish XD
Honestly, taw khete hoy karon ami khabar waste kora pochondo kori na and fish oil is good for my eyesight :')"
Pritam,Just imagine he is our food Minister in our country.
02z트위티,That guy has a great humour!
Rukaiya Tasmim,Aunty must be proud of him
Tapos Chandro Das,Seems so yummy ️
Saifur Rahman,"You are going to the next level, I must say."
Md Siam,You're a lucky lad bro
Fishhy99,Keep up the awesome content ️!
Himu Vlogs,Number 1 Food Vloger ....Our Rafsan Bhai
sidratul muntaha,My favorite food vloger
ARISFA JANNAT,সবাইকে পবিত্র মাহে রমজানের আগস্টের শুভেচ্ছা  প্রিয় বোন ও  ভাইয়ারা আমি  আরিশফা জান্নাত
ʙ9ꜰ  ɢᴀᴍɪɴɢ〆,Keep growing... We ar always with you ️
md abdullah shikder,one of my favourite YouTuber Rafsan ️
dark fardin,Wow what a beautiful moment eating food on one side beautiful lighting show and Boz Khalifa scene is totally amazing
To the Earth,I love the way you explain the test of it !
Iftekhar Ahmed,"Have a safe trip, and I wish you good health."
Nabil Ahmed,Amazing vlog️
Shazana Simia 🥰,Everyone should go dubai. All items looks yummy
Art Studio Arif,they dont call u the best bangladeshi food vlogger emne emnei...u deserve it
Tasnuba Maisha Nawshin,So spectacular to watch!
Dine BD,Love from Russia bro
Piyash Ahmed,Thank you Rafsan the Choto Bhai for representing our country beautifully ️️️
Babu Islam,at every second i felt
Nadia Afrin Meherin,I just focused on when rafsan feel the beef truffles
Mc Cor De,"Man I just remembered , He used to cry  for sponsor for eating on a normal 5 star restaurant max 1.5  year ago . Now He is on the most expensive trip I can imagine by a 25 year old boy . Man ! Thats gonna be another level of sigma men story !"
Golam Mostafa,nice review .Keep doing it .We will always support u
zodiak2171,Arigoto Rafsan. One of the best Food Vlogger of Bd. I am a  Foodie Guy. Bonapetit.
TAUHID BHUIYAN,Next Level
Israt Jahan Maria,Bruh this is amazing<3
rossy,Rafsannn! Thanks for giving us such amazing content... Amadero ghura hoye jacche lol
T O N M O Y,Love this
Ashequr Rahman Khan,Mind blowing. Really liked the waiter
Tasnim Ahshan,love this video
Rahin Ahmed Sajib,"First time, all reaction is good"
King Adnan Sami 369,"Best food blogger in Bangladesh 
Love YOU broo"
Aariya Areen,Awesome
M H,All time Love from Sylhet
MT♥,Amazing
IrfaN,"They be like : this is a slice of a beautiful potato with 20 sea salts balls fried in oil with some sauce and a good decoration to scam u
Rafsan : wow this is so good"
MD Sahid,"Bro, I have not missed a video of yours till now
I LOVE YOU BRO...BIG Friend"
Abhi rabby,Aww that's impressive to see you in Dubai  keep it up bro you are the real food entertainer in Bangladesh I swear ️️ much love for you  if u have timeake a Europe tour nd obviously come  to Italy  u can explore world best pizza pasta lasagna tiramisu more Nd more  waiting for you bro Nd most important in your video the water we see acqua Panna from the Italy 🇮🇹
Seja Afrin,Love from Sylhet ️️️
Unique maker,"It's our proud ""Bangladeshi hearts stay on in Dubai."""
Abir not a big,wonderful
Hosne Habiba,It's really fantastic
Abir not a big,lovely
Unknown user,Love from India 🇮🇳 happy to see you grow soo much
Celia Fernandez,Tq very much for sharing such a lovely n beautiful video. Loved watching it.  Keep it up.
Tanjil Hasan,Great one
Abir not a big,gorgeous
HASAN MEHEDY,I love his videos 🇧🇩🇧🇩
samit,Love you brother ️
X1 Alpha,I wonder how they are producing so many kinds of sauces ( ͡° ͜ʖ ͡°)
tanvir sarkar,Best brother just best
Rafsan Ahamed,Love u man  respect ️everytime
none,Content was good also the videowas great and keep doing these things.
fabiha,Nice food
Channel FTK,অনেক সুন্দর খাবার
Rusane,me having chanachur and toast biscuits while watching this :3
ARAFAT GAMERZ,Love you rafsan bro ..
LX SOROV YT 999,"~ জীবনে পারপেক্ট মানুষ থাকার চেয়ে...!
~ মানসিক শান্তি দিবে এমন একটা মানুষ থাকা 
                - খুবই প্রয়োজন...!"
Pranti Das,Delicious Food
English With Tarannum,You literally inspired me to be a food vlogger (I'm a big foodie tho). But I don't know how to be a good food vlogger. Will you help me?
attitude boy srabon,লাভ ইউ ভাই ️
Abu Siddique,"Great to see you there, bro."
